courseno,title_short_en
011257,ETHICS
011258,EPISTEMOLOGY
011259,POLITICAL PHILOSOPHY
011264,PHIL OF THE MIDDLE AGES
011266,INTRO TO INDIAN PHIL
011269,PHIL OF SUFFICIENCY ECON
011276,PHILOSOPHY OF FOOD
011277,BIOETHICS
011278,PHILOSOPHY IN FILM
011279,AESTHETICS
011280,READ AND WRITE IN PHIL
011353,METAPHYSICS
011354,GREEK PHILOSOPHY
011355,PHILOSOPHY OF WEALTH
011356,PHIL OF CULT & THAI CULT
011357,INDIAN ETHICAL SYSTEMS
011358,EPISTEMOLOGY
011359,HUMANISM
011360,INDIAN PHILOSOPHY
011361,INDIAN GODS AND GODDESSES
011362,CHINESE PHILOSOPHY
011363,JAPANESE PHILOSOPHY
011364,PHIL OF THE MODERN TIMES
011365,CLASSICAL INDIAN PHILOSOPHY
011366,HINDU PHILOSOPHY
011367,BUDDHIST PHILOSOPHY
011368,INDIAN WAYS
011369,ZEN PHILOSOPHY
011374,PHILOSOPHY OF TECHNOLOGY
011375,PHILOSOPHY OF TERRORISM
011376,ISLAMIC PHIL & CULTURE
011377,CRITICAL PEDAGOGY THEORY
011378,POLITICAL PHILOSOPHY
011379,PEACE STUDY AND TERRORISM
011388,LANNA THOUGHTS
011419,FEMINIST PHILOSOPHY
011457,MORAL PROB IN CONTEMP SOC
011459,EXISTENTIALISM
011460,INDIAN ETHICS
011461,PHILOSOPHY OF RELIGION
011464,CONTEMPORARY PHILOSOPHY
011465,ANALYTIC PHILOSOPHY
011466,CONTEMPORARY INDIAN PHILOSOPHY
011467,ABHIDHAMMA PHILOSOPHY
011474,NEW TRENDS IN WEST PHIL
011475,PHILOSOPHY OF MIND
011478,HOLISM
011479,AESTHETICS
011480,SELECTED TOPICS IN PHILOSOPHY
011481,SEM IN MORAL & POLITICAL
011482,SEM IN RELIGIOUS ISSUES
011486,INDEPENDENT STUDY
011487,RESEARCH METHODS IN PHILOSOPHY
011488,INTERN FOR PHIL STUDENT
011489,COMPAR STUDY OF PHIL
011490,SEM IN PHILOSOPHICAL PROBLEMS
011491,SEM APPLY PHIL WORK
011498,COOPERATIVE EDUCATION
011498,COOPERATIVE EDUCATION
011499,INDEPENDENT STUDY
011700,SURVEY WESTERN PHILOSOPHY
011701,CRIT SUR EAST & WEST PHIL
011702,SURVEY EASTERN PHILOSOPHY
011703,PROB&THEO OF AESTHETICS
011704,ADVANCED LOGIC
011705,RESEARCH METHO IN PHIL
011706,PROB&THEORIES METAPHYS
011707,PROB&THEORIES ETHICS
011708,PROB&THEORIES EPIST
011709,PHIL OF HUMAN NAT & SOC
011710,PHIL OF PLATO & ARISTOTLE
011711,PHIL OF SOCIETY&POLITICS
011712,ADV PHIL OF CULT&THAI CUL
011713,PROB IN EAST PHIL
011714,PROB IN WEST PHIL
011716,THE MADHYAMIKA PHILOSOPHY
011717,PROB IN INDIAN PHIL
011719,THE VEDANTA PHILOSOPHY
011720,PROB IN CHINESE PHIL
011722,PHIL OF CONFU & POST-CON
011725,JAPANESE PHILOSOPHY
011726,DEV OF THAI THOUGHT
011728,CONTEMPORARY PHIL I
011729,CONTEMPORARY PHIL II
011731,PHILOSOPHY OF UTILITARIA
011734,PHIL OF PRAGMATISM
011737,PHIL OF EMPIRICISM
011740,PHIL OF MATERIALISM
011743,PHIL OF RATIONALISM
011746,PHIL OF IDEALISM
011750,BUDDHIST PHIL VINAYA PIT
011751,ADV BUDDHIST PHIL
011753,BUDDHIST PHIL SUTTA PIT
011755,SUF ECON PHIL & DEVELOP
011756,AN ADVAN PHIL OF POLITICS
011759,PHILOSOPHY OF LAW
011762,PHILOSOPHY OF ECONOMICS
011765,PHILOSOPHY OF EDUCATION
011768,PHILOSOPHY OF SCIENCE
011769,PHIL OF AI
011770,CONTEM PHIL DEBATES
011771,PHILOSOPHY OF LANGUAGE
011772,ADV PHIL OF RELIGION
011774,SEMINAR IN PURE PHIL
011775,SEMINAR IN APPLIED PHIL
011791,SEMINAR IN PHILOSOPHY
011795,SPEC PROBLM IN PHILOSOPHY
011797,THESIS
011799,THESIS
012100,MIND DEV FOR QUAL OF LIFE
012101,VIRTUE AND MORALITY
012173,DESCRIP STUDY OF RE
012174,PSYCHOLOGY OF RELIGION
012175,INTRODUCTION TO THEOLOGY
012200,MIND VOLUNTEER
012201,MAN AND BELIEFS
012210,YOGA IN THE MODERN WORLD
012271,FUNDAMENTALS OF BUDDHISM
012272,MAHAYANA BUDDHISM
012273,HINDUISM
012274,JAINISM
012276,RELIGIOUS ECOLOGY
012310,RELIGION AND GENDER
012371,BUDDHISM AND DAILY LIFE
012373,JUDAISM
012374,CHRISTIANITY
012375,ISLAM
012471,HIST OF BUDDHISM IN THAI
012474,RE OF CHINA & JAPAN
012475,COMPAR STUDY OF RELIGIONS
012477,RE MOV IN CONTEMP SOC
012700,HISTORY OF BUDDHISM
012701,THERAVADA BUDDHISM
012702,MAHAYANA BUDDHISM
012703,STAT & ROLE  OF BUD MONKS
012704,RESEAR METHOD IN BUD
012710,TIPITAKA STUDIES
012711,CLASSICAL PALI LITT
012712,PALI COMMENTARIES
012713,PROMINENT PALI LITERATURE
012714,MAHAYANA BUD. LITT.
012715,BUD. LITT. IN THAILAND
012716,BUD LITERATURE IN LANNA
012717,CONTEM. BUD. LITT.
012720,BUDDHIST METAPHYSICS
012721,BUDDHIST EPISTEMOLOGY
012722,BUDDHIST LOGIC
012723,BUDDHIST ETHICS
012724,BUDDHIST AESTETICS
012725,SCIENCE OF MIND IN BUD
012726,ZEN BUD. PHIL
012727,BUD.& CUR. PKIL. ISSUES
012730,BUDDHISM AND POLITICS
012731,BUDDHISM AND EDUCATION
012732,BUDDHISM AND ECONOMY
012733,BUDDHISM AND SCIENCE
012734,BUDDHISM AND ENVIRONMENT
012735,BUDDHISM & THAI CULTURE
012736,BUD. & CUR. ETHICS ISSUES
012789,THESIS
012791,SEMINAR ON BUDDHISM
012798,INDEPENDENT STUDY
012799,THESIS
013103,GENERAL PSYCHOLOGY
013104,DESCRIPTIVE STAT IN PSY
013104,DESCRIP STAT IN BEHAV SCI
013110,PSYCHOLOGY AND DAILY LIFE
013110,PSYCHOLOGY AND DAILY LIFE
013201,QUAN ANALYSIS IN PSY RES
013203,SOCIAL PSYCHOLOGY
013204,DEVELOPMENTAL PSYCHOLOGY
013205,MENTAL HYGIENE
013206,PHYSIOLOGICAL PSYCHOLOGY
013206,PHYSIOLOGICAL PSYCHOLOGY
013207,PSYCHOLOGY OF PERSONALITY
013208,PRIN OF PSY MEASURE
013209,PSYCHOLOGY OF LEARNING
013215,MENTAL HEALTH
013216,SERV PSYCHO & CROSS-CUL COM
013217,PSYCHOLOGY OF LOVE
013251,MENTAL HEALTH
013300,GEN APPLIED PSYCHOLOGY
013301,DEVEL OF PSYCHOSOC SKILLS
013302,PSYCHOLOGICAL COUNSELING
013303,POSITIVE PSY&HUM BEH IN MOVIE
013304,INFERENTIAL STATISTICS IN PSY
013305,ABNORMAL PSYCHOLOGY
013306,SELF-AWARENESS DEVELOPMENT
013307,EXPERIMENTAL PSYCHOLOGY
013309,ENGL FOR PSY STUD
013310,GENERAL APPLIED PSYCHOLOGY
013311,CHILD PSYCHOLOGY
013312,MOTIVATION
013313,PSYCHOLOGY OF ADOLESCENCE
013314,CRIMINAL PSYCHOLOGY
013315,LANGUAGE BEHAVIOR
013316,CONGNITIVE PSYCHOLOGY
013316,INTRO COUNSELING PSY
013317,PSY FOR HUMAN POTENT DEV
013318,PLAY PSY INTERVENT FOR CHILD
013318,PSY INTERVENTION FOR CHILD
013319,PSYCHOLOGICAL OF PARENTING
013320,PSYCHOLOGICAL COUNSELING
013321,INTRO TO CLINICAL PSY
013322,ADDICTIVE PSYCHOLOGY
013324,INFER STAT IN BEHAV SCI
013324,INFER STAT IN BEHAV SCI
013325,SENSATION AND PERCEPTION
013326,PSY OF EXCEPT CHILDREN
013329,FORENSIC PSYCHOLOGY
013330,INDUSTRIAL & ORG PSY
013335,PSY HEALTH & WELL-BEING
013337,HUMAN FACTORS PSYCHOLOGY
013338,PSY ASSESS IN ORG
013346,CHILD PSYCHOLOGY
013349,MOTIVATION
013358,PSY MEASURE IN COUNSELING
013366,PSYCHOLOGY OF ADOLESCENCE
013404,RESEARCH METHOD IN PSY
013409,APPL OF LEARNING THEORY
013410,PSYCHOTHERAPY
013411,APPLICATION OF LEARNING THEORY
013413,WORK MOTIVATION
013414,INDIVIDUAL RESEARCH
013415,LANGUAGE BEHAVIOR
013416,PSY ANALYSIS OF LIT
013420,GROUP COUNSE & PSYCHOTHER
013421,CORE COMP IN PSYCHOTHERAPY
013422,PERSON & BEHAV ASSESS
013423,NEUROPSYCHOLOGICAL ASSESSMENT
013424,RESEARCH METHODOLOGY
013425,COMMUNITY PSYCHOLOGY
013426,LAW ETHICS & CODE OF CON FOR PSY
013427,INTEL & SPE ABI ASSE
013428,CLINIC PSY ASSESS
013429,ADVANCED ABNORMAL PSYCHOLOGY
013430,PRACT EXPERIENCE CLIN PSY
013431,PSY TRAIN & DEVELOP ORG
013432,PERSONNEL PSYCHOLOGY
013433,CONSUMER PSYCHOLOGY
013434,PSY OF ORG DIAG
013435,PSY OF ORG CHANGE & DEVELOP
013436,MINDFULNESS FOR LIFE AND WORK
013443,CLINICAL PSYCHOLOGY PRACTICUM
013444,INDIVIDUAL RESEARCH
013445,INDUST ORG PSY PRACT
013447,HUMAN FACTORS ENGINEERING
013449,INDUSTRIAL PSY PRACTICUM
013451,COUNSELING PRACTICUM I
013452,COUNSELING PRACTICUM II
013453,IND STUDY IN CLIN PSY
013454,PSY CONCEPTS INTEGRATION
013455,INDP STUDY IN IO PSY
013463,CLINICAL PSY SEMINAR
013464,INDUST & ORG PSY SEMINAR
013465,SCHOOL PSYCHOLOGY SEMINAR
013704,STAT FOR PSY RESEARCH
013705,MET OF PSY RES
013706,PERSONALITY THEORY & RES
013707,PRIN & APPLI OF BEHAV MOD
013709,PSY OF APPL LEARN & COGN
013713,PROMINENT PALI LITERATURE
013714,COUNSELING SKILLS AND ETHICS
013720,SCHOOL PSYCHOLOGY
013721,PSY OF EXCEPT CHILDREN
013722,MEASUREMENT IN COUNSELING
013723,COMM MENTAL HEALTH
013724,COUNSELING THEORIES
013725,ADVANCED GROUP COUNSELING
013726,COUN FOR CONTEM SELECT PROB
013727,SEMINAR IN COUNSELING
013728,PRACTICUM IN SCHOOL PSY
013730,PSY CAREER PLAN AND DEV
013731,PERSONAL GROWTH
013732,PRACTICUM IN COUNSELING
013734,ADVANCED COMMUNITY PSYCHOLOGY
013735,FAMILY THERAPY
013737,COUNSELING FOR THE ELDERLY
013738,HEALTH PSY APP
013771,PSYCHOLOGY OF LANGUAGE
013773,SOCIAL PSY & RES.
013776,CHILD AND ADOL PSY
013777,DIRECTED RES
013778,ADULT PSYCHOLOGY
013781,SPORT PSY
013782,PSY FOR SPORT PER ENHANCE
013783,SPORT PSY INTERVENTION
013798,INDEPENDENT STUDY
013799,MASTER'S THESIS
013799,THESIS
014105,Skill & Usage of Thai Language
014207,PUBLIC SPEAKING
014210,ASPECTS OF THAI LANGUAGE
014211,PALI-SANSKRIT IN THAI
014270,LITERARY STUDIES
014301,ACADEMIC PRESENTATION
014302,READING
014304,SPEAKING
014306,PROSE WRITING
014307,ART OF CRE NON-FI WRITING
014308,ART OF PROSE WRITING
014310,THAI LINGUISTICS
014311,LANGUAGE AND SOCIETY
014320,LANGUAGE & SOCIETY
014321,THAI DIALECTOLOGY
014322,THAI MORPHOLOGY
014323,LANGUAGE & COMMUNICATION
014324,THAI SOUNDS
014325,ANA OF WORD MEAN  IN THAI
014326,STYLISTICS IN THAI LIT
014370,DEVELOPMENT OF THAI LITERATURE
014371,LITERARY CRITICISM
014372,LITERATURE AND SOCIETY
014380,CONTEMPORARY THAI LIT
014381,REGIONAL LITERATURE
014382,LANNA LITERATURE
014383,SOUTHEAST ASIAN LITERATURE
014390,FOLKLORE
014399,THAI LANG & LIT RES METH
014401,FORMAL WRITING
014402,ART OF POETRY WRITING
014403,ART OF FICTION WRITING
014404,ART OF SPEAKING
014405,ART OF READING
014406,SCRIPT WRITING
014409,SPEC TOPIC IN LANG SKILL
014410,DEVELOPMENT OF THAI LANG
014420,TAI ALPHABET&ORTHOGRAPHY
014421,LANNA LANGUAGE
014422,STUDY OF TFL
014423,THAI SENT & DISCOURSE
014424,LANGUAGE AND TECHNOLOGY
014429,SPECIAL TOPICS IN LANG
014470,COMPARATIVE LITERATURE
014471,MASTERPIECES OF THAI LIT
014480,MASTERPIECES OF THAI LIT
014481,MASTERPIECES OF WORLD LIT
014482,LIT OF MAJOR THAI WRITER
014483,TH VERS OF PALI-SANS LIT
014484,LIT & CULTURAL STUDIES
014485,COMPARATIVE LITERATURE
014489,SPECIAL TOPICS IN LIT
014491,INDEPENDENT STUDY
014492,COOPERATIVE EDUCATION
014499,SEM IN THAI LANG & LIT
015101,BEGINNING PALI 1
015102,BEGINNING PALI 2
015111,ELEMENTARY PALI I
015112,ELEMENTARY PALI II
015201,INTERMEDIATE PALI
015211,INTERMEDIATE PALI I
015212,INTERMEDIATE PALI II
015231,HISTORY OF PALI LITERATURE
015232,DHAMMAPADA STUDY
015233,JATAKA STUDY
015301,ADVANCED PALI
015311,ADVANCED PALI I
015312,ADVANCED PALI II
015411,COMPAR STUDY OF PALI I
015412,COMPAR STUDY OF PALI II
016101,BEGINNING SANSKRIT 1
016102,BEGINNING SANSKRIT 2
016121,ELEMENTARY SANSKRIT I
016122,ELEMENTARY SANSKRIT II
016201,INTERMIDIATE SANSKRIT
016222,INTERMEDIATE SANSKRIT II
016231,HISTORY OF SANSKRIT LITERATURE
016232,SANSKRIT FABLES AND TALES
016233,SANSKRIT EPICS
016301,ADVANCED SANSKRIT
016321,ADVANCED SANSKRIT I
016322,HISTORY OF SANSKRIT LITERATURE
016322,ADVANCED SANSKRIT II
017101,BEGINNING HINDI 1
017102,BEGINNING HINDI 2
017103,READ WRITE & TYPE DEVA SCRIPT
017104,HINDI GRAMMAR 1
017111,HINDI CONVERSATION 1
017112,HINDI CONVERSATION 2
017201,INTERMEDIATE HINDI
017202,COMPOSITION
017205,HINDI GRAMMAR 2
017210,HINDI FOR TOURISM
017211,HINDI READING AND WRITING 1
017220,INTRO TO HINDI LIT
017230,HINDI LISTENING AND SPEAKING 1
017231,HINDI IN NEWS
017302,HINDI PHILOLOGY II
017311,HINDI READING AND WRITING 2
017312,HINDI READING AND WRITING 3
017321,HINDI FABLES
017322,HINDI SHORT STORIES
017323,HINDI LIT IN EAR & MED PERIOD
017324,HINDI CONTEMPORARY LITERATURE
017331,HINDI LISTENING AND SPEAKING 2
017332,HINDI LISTENING AND SPEAKING 3
017341,HINDI TRANSLATION 1
017350,HINDI SOUND SYSTEM
017351,HINDI SYNTAX
017361,INTRO TO INDIAN SOC & CUL 1
017362,INTRO TO INDIAN SOC & CUL 2
017371,HINDI FOR TOURISM 1
017425,HINDI NOVELS
017426,HINDI POETRY
017427,SELECTED HINDI LITERATURE
017428,SANS LIT TRANSLATED IN HINDI
017433,DISCUS & PUBLIC SPEAK IN HINDI
017441,HINDI TRANSLATION 2
017443,"HINDI SONG, DRAMA & FILM TRANS"
017452,COMP STUDY OF THAI & HINDI
017463,INDIAN MYTHOLOGY
017464,AYURVEDA AND YOGA
017465,INDIA CLASSIC MUSIC & DANCE
017466,BOLLYWOOD STUDY
017467,INDIAN ASTROLOGY
017468,SURVIVAL INDIA
017472,HINDI FOR TOURISM 2
017473,HINDI IN MEDIA
017474,HINDI FOR BUSINESS
017475,HINDI FOR OFFICE
017480,LEARN THROU OVERSEAS EXP
017490,COOPERATIVE EDUCATION
017491,ACADEMI WRIT IND LAN LIT & CUL
017492,INDEPENDENT STUDY
018101,FUNDAMENTAL JAPANESE I
018102,FUNDAMENTAL JAPANESE II
018103,JAPANESE 1
018104,JAPANESE 2
018111,BASIC JAPANESE I
018112,BASIC JAPANESE II
018113,BASIC JAPANESE III
018114,BASIC JAPANESE IV
018125,KANJI 1
018126,KANJI 2
018131,JAPANESE LANGUAGE & CULTURE 1
018132,JAPANESE LANGUAGE & CULTURE 2
018133,JAPANESE LANGUAGE & CULTURE 3
018134,JAPANESE LANGUAGE & CULTURE 4
018135,JAPANESE LANGUAGE & CULTURE 5
018201,INTERMEDIATE JAPANESE I
018202,INTERMEDIATE JAPANESE II
018203,INTERMEDIATE JAPANESE 1
018204,INTERMEDIATE JAPANESE 2
018211,JAPANESE WRITING 1
018212,JAPANESE WRITING 2
018213,JAPANESE READING 1
018214,JAPANESE READING 2
018221,JAPANESE READING AND WRITING 1
018222,JA READING AND WRITING II
018225,STUDY OF KANJI
018230,ADVANCED JAPANESE I
018231,JAPANESE LISTENING 1
018232,JAPANESE LISTENING 2
018233,JA LISTEN & SPEAK 1
018234,JA LISTEN & SPEAK II
018235,JAPANESE SPEAKING 1
018236,JAPANESE SPEAKING 2
018250,JAPANESE LITERATURE I
018271,JAPANESE LOCAL STUDIES
018301,INTERMEDIATE JAPANESE 3
018302,INTERMEDIATE JAPANESE 4
018321,JA READING & WRITING III
018322,DEVELOPMENT OF READING
018323,JA READ & WRIT IV
018325,JAPANESE READING 3
018326,JAPANESE READING 4
018331,JA LIST & SPEAK III
018332,JA LIST & SPEAK  IV
018334,PUBLIC SPEAKING
018335,INTERMEDIATE LISTEN & SPEAK 1
018336,INTERMEDIATE  LISTEN & SPEAK 2
018341,JAPANESE MORPHOLOGY
018342,JAPANESE SYNTAX
018351,HIS OF JA LIT 1
018352,HIS OF JA LIT 2
018353,JAPANESE CULTURE AND BELIEFS
018354,JA CUL HIST IN THE EDO PERIOD
018355,JAPANESE DRAMA
018361,SOC & CULT OF CONTEMPORARY JAP
018365,TRANSLATION 1
018371,JAPANESE STUDIES 1
018372,JAPANESE STUDIES 2
018373,SOC CULT & JPN POP MEDIA
018391,STUDY JP & CULTURE IN JAPAN
018395,JAPANESE REPORT WRITING
018421,WRITING JA FOR COMM
018425,TRANSL I : JA - THAI
018426,TRANSL II : THAI - JA
018431,PUBLIC SPEAKING
018433,INTERPRETATION I
018434,INTERPRETATION II
018435,JA CONVERSATION IN BUSINESS
018436,INTERPRETATION
018438,JAPANESE FOR TOURISM
018441,STRUCTURE OF JA III
018451,MOD JA LITERARY WORKS
018465,TRANSLATION 2
018467,TRANSLATION JA INTO THAI
018468,TRANSLATION THAI INTO JA
018471,JAPANESE STUDIES III
018495,RESEARCH METHOD&REPORT IN JAP
018498,COOPERATIVE EDUCATION
018499,INDEPENDENT STUDY
019101,BEGINNING CHINESE I
019102,BEGINNING CHINESE 2
019103,CHINESE I
019104,CHINESE 2
019105,CHINESE IN DAILY LIFE 1
019106,CHINESE IN DAILY LIFE 2
019108,FUND CN LAB 1
019109,FUND CN LAB 2
019111,CHINESE LISTENING- SPEAKING 1
019112,CHINESE LISTENING-SPEAKING 2
019201,INTERMEDIATE CHINESE I
019202,INTERMEDIATE CHINESE II
019203,CHINESE 3
019204,CHINESE IV
019205,CHINESE IN DAILY LIFE 3
019206,CHINESE IN DAILY LIFE 4
019208,INTERMEDIATE CN LAB 1
019209,INTERMEDIATE CN LAB 2
019211,CHINESE LISTENING-SPEAKING 3
019212,CN LISTEN - SPEAK IV
019221,CHINESE READING 1
019222,CHINESE READING II
019301,INTERMEDIATE CHINESE III
019302,INTERMEDIATE CHINESE IV
019303,CHINESE V
019304,RDG OF VARS KDS OF WRITGS
019311,INTERMEDIATE CHINESE SPEAKING
019321,READING CHINESE NEWSPAPER
019322,CLASSICAL CHINESE 1
019331,CHINESE WRITING 1
019332,CHINESE WRITING II
019351,CHINESE GRAMMAR
019361,INTRO TO CN STUDIES
019362,INTRO TO CN LITERATURE
019363,CHINESE CULTURE
019364,CHINESE CALLIGRAPHY
019365,HISTORY OF IMPERIAL CHINA
019371,CHINESE FOR HOTELS 1
019372,BASIC CHINESE FOR OFFICE
019373,CHINESE FOR TOUR GUIDE
019381,CHINESE CHARACTER STUDY
019382,CN PROV AND IDIOM EXPRESS
019383,CHINESE LEXICOLOGY
019391,RES METH FOR CN STUDIES
019392,STUDY CN IN CN-SPEAK COUN
019401,ADVANCED CHINESE I
019402,ADVANCED CHINESE II
019411,CHINESE PUBLIC SPEAKING
019421,CLASSICAL CHINESE II
019422,SELECTED READINGS IN CN PHIL
019441,CHINESE TRANSLATION I
019442,CHINESE TRANSLATION II
019443,FICTIONAL CHINESE TRANSLATION
019461,CLASSICAL CN LITERATURE
019462,MODERN CN LITERATURE
019463,CN CULTURE IN EXCERPTS & MEDIA
019464,CHINESE FOLKLORE
019471,CHINESE FOR BUSINESS I
019472,CHINESE FOR BUSINESE II
019473,CHINESE FOR TOURISM I
019474,CHINESE FOR TOURISM II
019481,CHINESE SYNTAX
019490,COOPERATIVE EDUCATION
019491,INDEPENDENT STUDY
020101,FUNDAMENTAL BURMESE 1
020102,FUNDAMENTAL BURMESE 2
020201,INTERMEDIATE BURMESE I
020202,INTERMEDIATE BURMESE II
020211,READING & WRITING IN BURMESE 1
020212,READING & WRITING IN BURMESE 2
020221,HISTORY OF MYANMAR LITERATURE
020231,SPEAK & LISTEN IN BURMESE 1
020232,SPEAK & LISTEN IN BURMESE 2
020251,BURMESE GRAMMAR
020261,HISTORY OF MODERN MYANMAR
020301,ADVANCED BURMESE I
020311,READING & WRITING IN BURMESE 3
020321,CONTEM MYANMAR LIT
020322,BURMESE PROVERBS AND IDIOMS
020324,MYANMAR POETRY
020333,SPEAK & LISTEN IN BURMESE 3
020341,BURMESE TRANSLATION INTO THAI
020342,THAI TRANSLATION INTO BURMESE
020351,FOREIGN LANGUAGES IN BURMESE
020362,MYANMAR AND ASEAN
020363,MYANMAR ETHNICITY
020371,SELECT TOPS IN BUR LANG & CUL
020391,RESEARCH METHOD IN BR LANG & CUL
020412,READING & WRITING IN BURMESE 4
020421,MAST MYANMAR LIT
020422,ANCIENT MYANMAR INSCRIPTIONS
020434,SPEAK & LISTEN IN BURMESE 4
020464,MYANMAR SOCIETY AND CULTURE
020471,BR FOR BUSINESS & TOUR
020472,BURMESE IN SONGS AND FILMS
020481,TEACH BR AS A FOREIGN LANG
020490,COOPERATIVE EDUCATION
020491,INDEPENDENT STUDY
021101,SPANISH I
021102,SPANISH II
021111,SPANISH LISTEN & SPEAK 1
021112,SPANISH LISTEN & SPEAK 2
021203,SPANISH III
021204,SPANISH IV
021270,SPANISH SOCIETY AND CULTURE
022701,FUND OF LANNA STUDIES
022702,RES ON LANNA LANG & LITER
022703,LANNA ORTHOGRAPHY
022704,LANNA FOLKLORE
022705,METHOD OF LING&LIT STUD
022710,WISDOMS IN LANNA LANG&LIT
022711,APPRO LANNA LANG STUDIES
022712,LING&LIT DIVERSE IN LANNA
022713,SOCIO-DYNAMICS&REGION
022721,APPRO LANNA LITERATURE
022722,COMPAR LOCAL LITERATURE
022723,BUDDHIST LIT WRK IN LANNA
022724,HIST LIT WRK IN LANNA
022725,DIDA EMO LIT WRK IN LANNA
022731,LING ANAL LANNA SPOK LAN
022741,LANNA RITUAL&PERFORM LIT
022742,CONTEMPORARY LANNA LIT
022743,AESTHEITCS IN LANNA POEM
022744,CULTUR STUD TO LANNA LIT
022752,APPROACHES TO FOLKLORE
022769,SELECTED TOPICS ON LITERATURE
022779,SEMINAR ON LANNA LANG&LIT
022789,SELECT TOP ON LIT & LANG
022798,INDEPENDENT STUDY
022799,THESIS
023701,INFO KM
023702,MGMT INFO ORG
023705,ADVAN MANG FOR LIC
023706,DIG TECH INFO ORG
023707,INFO SERV QUAL MGMT
023708,INFO KNOWL ORG
023709,RESCH METH INFO SCI
023711,MGMT LIB INFO CTR
023715,MANAGE GOV PUBL REC
023717,KNOWL MGMT INPRS
023718,MKTG PR INFO ORG
023719,WEB ADMINISTRATION
023721,USER EDU INFO LIT
023722,LOCAL INFORMATION MANAGEMENT
023723,LANNA CUL INFO MGMT
023725,E PUBL ONLINE SEARCH
023727,LIB SERV CHILD YA
023731,INFO STOR RETRIVE
023732,KM INFO ORG
023733,SOFTWARE SYS LIB INFO CTR
023734,DB INFO ORG
023735,INFO SYS NETWORK
023736,WEB APPLICATION DEVELOPMENT
023737,DIGITAL LIBRARY ORGANIZATION
023738,DIGITAL ARCHIVES MANAGEMENT
023739,BIG DATA MANAGEMENT
023789,SELECTED TOPICS IN INFORMATION S
023791,SEMINAR IN INFORMATION SCIENCE
023797,MASTER' S THESIS
023798,INDEPENDENT STUDY
023799,MASTER'S THESIS
024700,SEMINAR IN THAI LANG AND LIT
024701,ADV RES SKILLS THAI LANG LIT
024710,THEORIES OF LANGUAGE
024711,THAI LANGUAGE ANALYSIS
024712,SEMINAR ON THAI LANGUAGE
024721,THEORY OF LITERARY CRITICISM
024722,SEMINAR ON THAI LIT
024731,TAI LANGUAGE FAMILY
024732,TAI ALPHA & ANCIENT DOC
024733,COMPARATIVE TAI LANGUAGES
024734,DISCOURSE ANALYSIS
024735,THAI SEMANTICS
024736,DIALECTOLOGY
024737,HISTORICAL THAI
024738,THAI LANG IN SOC & CULT
024739,THAI EXPRESSIONS
024740,STYLISTICS
024741,STYLE IN LITERATURE
024742,RHETORIC AND EFFECTIVE PR
024743,LINGUISTIC TYPOLOGY OF THAI
024744,UTTERANCE ANALYSIS
024745,PRAGMATICS
024748,COMPU LING ANA THAI
024751,TAI LITERATURES
024752,APPROACHES TO FOLKLORE
024753,COMP REGIONAL LITERATURE
024754,AESTHETICS IN TH MASTER
024755,CONTEM TH SHORT STO & NOV
024757,LITERARY INNOVATION
024758,LITERARY RELATION
024759,LITERATURE AND GENDER
024760,THAINESS AND CONTEM LIT
024761,POSTMODERN LITERARY CRITICISM
024789,SELECTED TOPIC
024798,INDEPENDENT STUDY
024799,THESIS
025101,THAI IN EVERYDAY LIFE I
025102,THAI IN EVERYDAY LIFE II
025103,BASIC THAI FOR FOREIGNERS 1
025104,BASIC THAI FOR FOREIGNERS 2
025105,BASIC LISTEN & SPEAK TH
025106,INTERMEDIATE LISTENING IN THAI
025107,INTERMEDIATE SPEAKING IN THAI
025108,BASIC READ & WRIT THAI
025109,INTERMEDIATE READING IN THAI
025110,INTERMEDIATE WRITING IN THAI
025201,LISTENING AND SPEAKING THAI I
025202,LISTENING AND SPEAKING THAI II
025203,LISTENING & SPEAKING THAI III
025204,ADVANCED SPEAKING IN THAI 1
025205,THAI FOR TOURISM 1
025206,THAI FOR BUSINESS 1
025207,ADVANCED READING IN THAI
025208,ADVANCED WRITING IN THAI
025209,WORD PROCESSING IN THAI
025301,READING AND WRITING THAI I
025302,READING AND WRITING THAI II
025303,READING AND WRITING THAI III
025304,ADVANCED SPEAKING IN THAI 2
025305,THAI FOR TOURISM 2
025306,THAI FOR BUSINESS 2
025307,THAI IN MASS MEDIA
025310,CHAR OF TH LANG FOR FOREIGNERS
025311,THAI FOR TOURISM
025312,BUSINESS THAI
025321,FOREIGN LANGUAGES IN THAI
025322,THAI FOR TEACHING FOREIGNERS 1
025370,INTRO LIT STUD FOR FOREIGN
025381,JUVENILE LITERATURE
025399,RES SKILLS & ACAD WRIT SKILLS
025411,TRANSLATION 1
025412,TRANSLATION II
025420,THAI CULTURE IN THAI LANGUAGE
025421,TH LING FOR FOREIGNERS
025422,THAI FOR TEACHING FOREIGNERS 2
025423,HIST STUDY OF THAI LANGUAGE
025480,THAI MAST LIT FOR FOREIGN
025481,THAI LOCAL FOLK TALES
025482,THAI SOCIETY IN LITERATURE
025483,THAI CULTURE IN MEDIAS
025489,INDEPENDENT STUDY
025490,SEL TOPICS TH LANG LIT & CUL
025499,SEM IN TH LANG LIT & CUL IS
026101,KOREAN 1
026102,KOREAN 2
026103,KOREAN IN DAILY LIFE 1
